project_id,g_code,s_code,description,month,year,boq,bg_overhead,bg_material,bg_labour,bg_subc,total_budget,ac_overhead,ac_material,ac_labour,ac_subc,total_actual,bg_balance,pg_submit,pg_certificate,pg_submit_bal,progress_percentage,cpi,spi,budget_utilization_pct,progress_cost_ratio,quarter,is_year_end,risk_overrun,risk_progress_lag,purchase_cost,forecast,variance_budget,cost_variance_pct,purchase_efficiency,risk_high_variance,risk_forecast_overrun,progress_submit,certificate,submit_balance,project_name,contract_value,start_date,end_date,cost_code_description,date,days_from_start,bcwp,acwp,bcws,schedule_variance,cost_variance,eac,vac,cost_efficiency,progress_efficiency,efficiency_score,cost_risk_score,schedule_risk_score,overall_risk_score,monthly_burn_rate,projected_next_month_cost,cash_flow_3m_forecast,health_status,performance_category,alert_cost_overrun,alert_progress_lag,profit_margin,alert_profit_risk,alert_high_variance,alert_schedule_delay,alert_cash_flow_risk,alert_low_efficiency,alert_forecast_overrun,total_alerts,alert_severity,alert_level
PRJ001,G001,,งานเตรียมพื้นที่และรื้อถอน,11,2024,12159187.71,2027744.83,7001295.77,3126734.34,2901807.94,15057582.88,1892081.73,8284682.39,3121164.41,2644001.46,15941929.99,-884347.11,14473028.09,14082156.57,390871.52,20.12,0.9445269731735912,0.2195787405871439,105.87310139381414,0.1900388270025265,4,0,1,1,6034106.55,6340885.76,-2373223.88,-426.2082574245235,0.8762541854684353,1,0,81851342.48,78583467.17,3267875.31,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานเตรียมพื้นที่และรื้อถอน,2024-11-01,305,3029585.6754560005,15941929.99,13802784.306666665,-10773198.631210664,-12912344.314544,15941929.99,-884347.1099999994,0.9445269731735912,0.21949090909090913,32.72562737702592,11.746202787628278,100.0,47.04772167257697,1449266.3627272728,1594192.9990000003,4782578.997000001,Warning,Poor,1,1,96.45734889111111,0,1,1,0,1,0,5,Critical,Red
PRJ001,G001,,งานเตรียมพื้นที่และรื้อถอน,12,2024,5978030.68,832194.55,2724523.33,1806381.58,1215723.37,6578822.83,583144.79,1869392.91,1566222.39,1068339.47,5087099.55,1491723.27,4076995.75,3957882.62,119113.12,5.89,1.2932365025174315,0.0589235694277711,77.32537691701297,0.0761716299982767,4,1,0,1,11929152.8,11312969.59,-4543102.92,-1212.8247354331575,0.72978544461263,1,0,100992735.77000001,95696852.34,5295883.42,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานเตรียมพื้นที่และรื้อถอน,2024-12-01,335,387492.664687,5087099.55,6578822.83,-6191330.165313,-4699606.885313,5087099.550000001,1491723.2799999993,1.2932365025174317,0.058899999999999994,39.97509507552295,11.337311541493513,100.0,46.802386924896105,423924.96249999997,466317.45875,1398952.37625,Warning,Poor,0,1,98.86953343333333,0,1,1,0,1,0,4,High,Red
PRJ001,G002,,งานขุดดินและฐานราก,1,2024,2476334.8,304663.98,867413.81,476871.57,462163.4,2111112.75,215301.17,843888.53,406336.04,378735.88,1844261.63,266851.12,1764818.01,1730844.73,33973.28,19.04,1.1446926594682774,2.2857142857142856,87.35969360234313,0.21794948236276,1,0,0,1,15793197.62,12095383.67,-9073866.68,-358.8219201803735,0.6910272753238682,1,0,40363962.94,35862914.22,4501048.72,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-01-01,0,401955.8676,1844261.63,175926.06249999997,226029.80510000003,-1442305.7624,1844261.63,266851.1200000001,1.1446926594682774,2.2848,74.34077978404832,6.320153198828436,0.0,3.7920919192970612,1844261.63,2028687.793,6086063.379000001,Healthy,Good,0,1,99.59016408222222,0,1,0,0,0,0,2,Medium,Yellow
PRJ001,G002,,งานขุดดินและฐานราก,2,2024,2793239.04,309146.23,1158456.47,752109.11,408160.94,2627872.76,357351.06,1042768.41,896336.32,499336.31,2795792.09,-167919.34,2297732.37,2111981.41,185750.97,53.63,0.9399385488639822,3.219087635054022,106.38993381095057,0.5040890437557537,1,0,1,1,18965608.09,15322561.98,-6736112.62,-98.3776502162047,0.6626996255726173,1,0,42409056.58,41007736.11,1401320.47,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-02-01,31,1409328.1611879999,2795792.09,437978.7933333332,971349.3678546667,-1386463.928812,2795792.09,-167919.33000000007,0.9399385488639822,3.2178000000000004,68.19815646591947,12.779867621901133,0.0,7.667920573140679,1397896.045,1537685.6495,4613056.9485,Healthy,Good,1,1,99.3787128688889,0,1,0,0,0,0,3,High,Red
PRJ001,G002,,งานขุดดินและฐานราก,3,2024,3247131.03,381869.13,1424479.02,979840.04,651311.78,3437499.97,474015.67,1421729.94,1430392.16,899046.08,4225183.85,-787683.88,4198984.55,4168066.16,30918.39,84.87,0.8135740578483941,3.396158463385354,122.91444034543512,0.690480302895932,1,0,1,0,13469040.98,11966425.77,-2222774.49,-44.82672363077071,0.7630952734691285,0,0,24335814.36,22778464.48,1557349.88,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-03-01,60,2917406.224539,4225183.85,859374.9925,2058031.232039,-1307777.6254609996,4225183.85,-787683.8799999994,0.8135740578483941,3.3948,64.40722173545183,45.82888069087025,0.0,27.497328414522148,1408394.6166666665,1549234.0783333331,4647702.234999999,Caution,Good,1,0,99.06107025555555,0,1,0,0,0,1,3,Critical,Red
PRJ001,G002,,งานขุดดินและฐานราก,4,2024,3648351.84,470246.82,1843817.79,1100094.63,630936.92,4045096.17,315326.19,1513661.79,859478.57,404463.33,3092929.87,952166.3,2905245.63,2826950.81,78294.82,78.34,1.3078525346583432,2.351140456182473,76.46121970939446,1.024571675651346,2,0,0,0,2435828.19,2055803.8,-1319762.85,2.3982388187459094,0.7269815487273755,1,0,80039439.03,79211861.94,827577.0900000001,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-04-01,91,3168928.339578,3092929.87,1348365.3899999997,1820562.9495780002,75998.46957799979,3092929.87,952166.2999999998,1.3078525346583432,2.3502000000000005,79.2355760397503,11.769390145302772,0.0,7.061634087181663,773232.4675,850555.7142500001,2551667.14275,Healthy,Good,0,0,99.31268225111111,0,0,0,0,0,0,0,Low,Green
PRJ001,G002,,งานขุดดินและฐานราก,5,2024,13161833.69,1304121.5,5200888.54,3593431.8,2516714.05,12615155.9,1469769.13,4387982.96,3808464.96,2583372.09,12249589.13,365566.76,11888764.97,10887056.55,1001708.43,96.08,1.0298431862587705,2.306842737094838,97.10216209060088,0.9894733333574266,2,0,0,0,4543140.73,4357461.74,-1492119.67,-1.0638656230233974,0.8050394093779261,1,0,111963228.58,99920126.58,12043101.99,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-05-01,121,12120641.78872,12249589.13,5256314.958333335,6864326.830386666,-128947.34128000028,12249589.13,365566.76999999955,1.0298431862587705,2.3059199999999995,70.89529558776312,1.4489189546995576,0.0,0.8693513728197345,2449917.8260000004,2694909.6086000004,8084728.825800002,Healthy,Good,0,0,97.27786908222222,0,0,0,0,0,0,0,Low,Green
PRJ001,G002,,งานขุดดินและฐานราก,6,2024,2673472.38,242435.56,953549.15,670823.87,446253.94,2313062.52,315217.69,1244276.16,692340.38,470105.48,2721939.7,-408877.18,2535417.78,2425184.64,110233.14,31.64,0.8497846296888942,0.6330532212885154,117.67687541796322,0.2688718568335661,2,0,1,1,18606468.29,18745391.22,-2383248.86,-271.9243850125259,0.7933956036102755,0,0,47073577.94,44308012.589999996,2765565.36,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-06-01,152,731852.9813280001,2721939.7,1156531.26,-424678.2786719999,-1990086.718672,2721939.7,-408877.18000000017,0.8497846296888942,0.6328,38.14953889066683,35.353750835926434,36.72,35.90025050155586,453656.6166666667,499022.2783333334,1497066.8350000002,Caution,Poor,1,1,99.3951245111111,0,1,1,0,1,1,6,Critical,Red
PRJ001,G002,,งานขุดดินและฐานราก,7,2024,4739088.51,729965.95,2278260.64,1287716.21,1167266.56,5463209.35,595135.95,2206847.13,939432.4,1010053.0,4751468.48,711740.87,4749999.75,4748145.56,1854.19,7.33,1.1497938738299278,0.1257074258274738,86.97211063310252,0.0842798909517337,3,0,0,1,10534104.67,10890711.39,-452861.13,-1086.5226552947138,0.8917235174956734,0,1,37843782.19,34112674.11,3731108.07,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-07-01,182,400453.245355,4751468.48,3186872.120833333,-2786418.875478333,-4351015.234645001,4751468.48,711740.8699999992,1.1497938738299278,0.12565714285714286,37.006959072040694,6.513944683448742,100.0,43.908366810069246,678781.2114285715,746659.3325714287,2239977.997714286,Warning,Poor,0,1,98.94411811555554,0,1,1,0,1,0,4,High,Red
PRJ001,G002,,งานขุดดินและฐานราก,8,2024,4586906.66,487920.46,1990165.15,946706.83,798208.1,4223000.54,414467.02,1763384.72,759438.76,829789.57,3767080.08,455920.47,3621746.08,3451140.36,170605.72,66.79,1.121027546619078,1.002250900360144,89.20387398292874,0.7487342983868822,3,0,0,0,17980798.18,15425319.16,-6917147.53,-33.558727328834756,0.6923080024248401,1,0,67627634.53999999,62835720.379999995,4791914.16,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-08-01,213,2820542.060666,3767080.08,2815333.693333333,5208.367332667112,-946538.0193340001,3767080.08,455920.45999999996,1.121027546619078,1.0018500000000001,53.66782639857235,5.39806300853563,0.0,3.2388378051213778,470885.01,517973.51100000006,1553920.5330000003,Healthy,Fair,0,0,99.16287109333334,0,1,0,0,0,0,1,Medium,Yellow
PRJ001,G002,,งานขุดดินและฐานราก,9,2024,9477746.74,1372268.69,5089410.31,2199319.12,1664647.87,10325646.0,1071043.98,3535262.29,1751244.96,1382894.83,7740446.06,2585199.94,6507543.65,6269522.41,238021.24,26.4,1.3339859124346125,0.352140856342537,74.96331038271116,0.3521722808827376,3,0,0,1,13861282.44,14063698.3,-6610563.03,-183.95193326784528,0.918952198336419,1,0,53406904.75,52838817.06,568087.7,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-09-01,244,2725970.544,7740446.06,7744234.5,-5018263.956,-5014475.515999999,7740446.059999999,2585199.9400000013,1.3339859124346125,0.352,47.05957737303838,12.518344808644422,97.2,46.391006885186655,860049.5622222222,946054.5184444445,2838163.5553333336,Warning,Fair,0,1,98.27990087555555,0,1,1,0,0,0,3,High,Red
PRJ001,G002,,งานขุดดินและฐานราก,10,2024,8280708.11,1337201.19,3725197.3,2422541.72,2142116.02,9627056.23,906738.45,2306550.27,2097611.38,1345493.64,6656393.74,2970662.49,5913321.22,5739272.93,174048.29,56.09,1.4462870746585372,0.6733493397358944,69.14256633566998,0.8112224201759736,4,0,0,0,17353603.09,14746319.26,-3930315.8,-23.27075474357279,0.7171167356692149,1,0,86512665.68,80078817.72,6433847.96,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-10-01,274,5399815.839407001,6656393.74,8022546.858333335,-2622731.0189263346,-1256577.9005929995,6656393.74,2970662.49,1.4462870746585372,0.67308,56.850212239756125,15.428716832165009,54.48666666666668,31.051896765965676,665639.3740000001,732203.3114000001,2196609.9342000005,Caution,Fair,0,0,98.5208013911111,0,0,1,0,0,0,1,Medium,Yellow
PRJ001,G002,,งานขุดดินและฐานราก,11,2024,2388134.19,414725.05,1410826.9,732349.02,671647.11,3229548.08,373988.56,1260018.7,709655.1,817393.92,3161056.28,68491.81,3032162.5,2989925.26,42237.24,89.89,1.0216673775893672,0.9810105860526028,97.87921410973388,0.9183768057150822,4,0,0,0,13402615.92,15302648.76,-3138121.18,-8.887767393184868,0.9073935933545726,1,0,81851342.48,78583467.17,3267875.31,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-11-01,305,2903040.7691120002,3161056.28,2960419.073333333,-57378.30422133254,-258015.51088799955,3161056.28,68491.80000000028,1.0216673775893672,0.9806181818181819,50.26238496404466,1.06039294513306,3.5533333333333132,2.0575691004131613,287368.7527272727,316105.62799999997,948316.8839999998,Healthy,Fair,0,0,99.2975430488889,0,0,0,0,0,0,0,Low,Green
PRJ001,G002,,งานขุดดินและฐานราก,12,2024,4854003.22,603326.88,1969821.46,1158219.04,1074438.53,4805805.92,852177.54,2960692.84,1330861.65,1193617.75,6337349.78,-1531543.86,6083712.6,5583054.91,500657.69,41.23,0.758330546179826,0.4124649859943977,131.86861653372804,0.3126596841899421,4,1,1,1,5066539.63,5845750.45,-1792756.05,-219.8365669020811,0.939209854754457,1,0,100992735.77000001,95696852.34,5295883.42,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานขุดดินและฐานราก,2024-12-01,335,1981433.7808159997,6337349.78,4805805.92,-2824372.139184,-4355915.999184,6337349.78,-1531543.8600000003,0.758330546179826,0.41229999999999994,30.995916385394786,63.73723306745609,100.0,78.24233984047365,528112.4816666667,580923.7298333334,1742771.1895000003,Critical,Poor,1,1,98.5917000488889,0,1,1,0,1,1,6,Critical,Red
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,1,2024,4388543.06,467506.63,1976848.9,1123464.27,947793.93,4515613.73,502934.42,2615038.46,1123980.7,1291911.79,5533865.36,-1018251.63,5377360.18,4959234.79,418125.4,81.66,0.8159963129280038,9.8031212484994,122.54957334448532,0.6663425891370078,1,0,1,1,18386792.36,16442851.95,-5865188.44,-50.07295290777042,0.7239625759280615,1,0,40363962.94,35862914.22,4501048.72,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานคอนกรีตและโครงสร้าง,2024-01-01,0,3687450.1719180006,5533865.36,376301.1441666666,3311149.027751334,-1846415.1880819998,5533865.36,-1018251.6299999999,0.8159963129280038,9.7992,64.47988938784012,45.09914668897065,0.0,27.05948801338239,5533865.36,6087251.896000001,18261755.688,Caution,Good,1,1,98.77025214222222,0,1,0,0,0,1,4,Critical,Red
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,2,2024,8198057.87,1230121.38,4249063.15,1938968.63,1884111.84,9302265.0,1052880.38,3302968.09,2019920.13,1663982.26,8039750.87,1262514.13,7250899.64,7018521.44,232378.2,84.37,1.1570339865518744,5.0642256902761105,86.4278847140992,0.9761895744538164,1,0,0,0,16532575.36,16923724.06,-3727170.59,-2.439119016355584,0.8509168174751934,1,0,42409056.58,41007736.11,1401320.47,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานคอนกรีตและโครงสร้าง,2024-02-01,31,7848320.9805,8039750.87,1550377.4999999998,6297943.4805,-191429.8895000005,8039750.869999999,1262514.1300000008,1.1570339865518744,5.062200000000001,74.71101959655624,6.7860576429503965,0.0,4.071634585770238,4019875.435,4421862.9785,13265588.9355,Healthy,Good,0,0,98.21338869555557,0,0,0,0,0,0,0,Low,Green
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,3,2024,7707587.42,693384.91,3258481.32,1428219.39,1614381.35,6994466.97,502484.33,2726660.02,1339431.96,1283818.19,5852394.5,1142072.47,5391470.27,5128055.46,263414.8,38.52,1.195146186744588,1.5414165666266506,83.6717726325899,0.4603703111340153,1,0,0,1,12886188.11,14862069.51,-6453263.11,-117.21643985615235,0.9083995817906776,1,0,24335814.36,22778464.48,1557349.88,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานคอนกรีตและโครงสร้าง,2024-03-01,60,2694268.6768440004,5852394.5,1748616.7425,945651.9343440004,-3158125.8231559996,5852394.5,1142072.4699999997,1.195146186744588,1.5408000000000002,66.67038560233765,8.164113683705047,0.0,4.898468210223028,1950798.1666666667,2145877.9833333334,6437633.95,Healthy,Good,0,1,98.69946788888889,0,1,0,0,0,0,2,Medium,Yellow
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,4,2024,9350359.11,1091042.28,4734844.62,2689647.57,2461864.06,10977398.53,1427043.42,5764955.0,2628704.63,2662634.57,12483337.62,-1505939.09,12355694.21,12257801.11,97893.11,62.32,0.8793640662584274,1.8703481392557024,113.71854256620487,0.548019686092252,2,0,1,1,4955443.27,4353683.66,-2956709.75,-82.47519667234417,0.7417078654196763,1,0,80039439.03,79211861.94,827577.0900000001,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น,450000000,2024-01-01,2025-12-31,งานคอนกรีตและโครงสร้าง,2024-04-01,91,6841114.763896,12483337.62,3659132.8433333323,3181981.9205626673,-5642222.856104,12483337.62,-1505939.0899999999,0.8793640662584274,1.8696000000000004,63.77292198775284,27.43708513240975,0.0,16.46225107944585,3120834.405,3432917.8455,10298753.5365,Healthy,Good,1,1,97.22592497333333,0,1,0,0,0,0,3,High,Red
