project_id,g_code,s_code,month,year,total_budget,total_actual,progress_percentage,cpi,spi,budget_utilization_pct,bcwp,acwp,bcws,cost_variance,schedule_variance,eac,vac,efficiency_score,cost_risk_score,schedule_risk_score,overall_risk_score,monthly_burn_rate,projected_next_month_cost,alert_cost_overrun,alert_progress_lag,alert_profit_risk,alert_severity,health_status,performance_category,total_alerts,alert_level,quarter,progress_cost_ratio,contract_value,project_name
PRJ001,G001,,11,2024,15057582.88,15941929.99,20.12,0.9445269731735912,0.2195787405871439,105.87310139381414,3029585.6754560005,15941929.99,13802784.306666665,-12912344.314544,-10773198.631210664,15941929.99,-884347.1099999994,32.72562737702592,11.746202787628278,100.0,47.04772167257697,1449266.3627272728,1594192.9990000003,1,1,0,Critical,Warning,Poor,5,Red,4,0.1900388270025265,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G001,,12,2024,6578822.83,5087099.55,5.89,1.2932365025174315,0.0589235694277711,77.32537691701297,387492.664687,5087099.55,6578822.83,-4699606.885313,-6191330.165313,5087099.550000001,1491723.2799999993,39.97509507552295,11.337311541493513,100.0,46.802386924896105,423924.96249999997,466317.45875,0,1,0,High,Warning,Poor,4,Red,4,0.0761716299982767,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,1,2024,2111112.75,1844261.63,19.04,1.1446926594682774,2.2857142857142856,87.35969360234313,401955.8676,1844261.63,175926.06249999997,-1442305.7624,226029.80510000003,1844261.63,266851.1200000001,74.34077978404832,6.320153198828436,0.0,3.7920919192970612,1844261.63,2028687.793,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.21794948236276,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,2,2024,2627872.76,2795792.09,53.63,0.9399385488639822,3.219087635054022,106.38993381095057,1409328.1611879999,2795792.09,437978.7933333332,-1386463.928812,971349.3678546667,2795792.09,-167919.33000000007,68.19815646591947,12.779867621901133,0.0,7.667920573140679,1397896.045,1537685.6495,1,1,0,High,Healthy,Good,3,Red,1,0.5040890437557537,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,3,2024,3437499.97,4225183.85,84.87,0.8135740578483941,3.396158463385354,122.91444034543512,2917406.224539,4225183.85,859374.9925,-1307777.6254609996,2058031.232039,4225183.85,-787683.8799999994,64.40722173545183,45.82888069087025,0.0,27.497328414522148,1408394.6166666665,1549234.0783333331,1,0,0,Critical,Caution,Good,3,Red,1,0.690480302895932,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,4,2024,4045096.17,3092929.87,78.34,1.3078525346583432,2.351140456182473,76.46121970939446,3168928.339578,3092929.87,1348365.3899999997,75998.46957799979,1820562.9495780002,3092929.87,952166.2999999998,79.2355760397503,11.769390145302772,0.0,7.061634087181663,773232.4675,850555.7142500001,0,0,0,Low,Healthy,Good,0,Green,2,1.024571675651346,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,5,2024,12615155.9,12249589.13,96.08,1.0298431862587705,2.306842737094838,97.10216209060088,12120641.78872,12249589.13,5256314.958333335,-128947.34128000028,6864326.830386666,12249589.13,365566.76999999955,70.89529558776312,1.4489189546995576,0.0,0.8693513728197345,2449917.8260000004,2694909.6086000004,0,0,0,Low,Healthy,Good,0,Green,2,0.9894733333574266,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,6,2024,2313062.52,2721939.7,31.64,0.8497846296888942,0.6330532212885154,117.67687541796322,731852.9813280001,2721939.7,1156531.26,-1990086.718672,-424678.2786719999,2721939.7,-408877.18000000017,38.14953889066683,35.353750835926434,36.72,35.90025050155586,453656.6166666667,499022.2783333334,1,1,0,Critical,Caution,Poor,6,Red,2,0.2688718568335661,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,7,2024,5463209.35,4751468.48,7.33,1.1497938738299278,0.1257074258274738,86.97211063310252,400453.245355,4751468.48,3186872.120833333,-4351015.234645001,-2786418.875478333,4751468.48,711740.8699999992,37.006959072040694,6.513944683448742,100.0,43.908366810069246,678781.2114285715,746659.3325714287,0,1,0,High,Warning,Poor,4,Red,3,0.0842798909517337,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,8,2024,4223000.54,3767080.08,66.79,1.121027546619078,1.002250900360144,89.20387398292874,2820542.060666,3767080.08,2815333.693333333,-946538.0193340001,5208.367332667112,3767080.08,455920.45999999996,53.66782639857235,5.39806300853563,0.0,3.2388378051213778,470885.01,517973.51100000006,0,0,0,Medium,Healthy,Fair,1,Yellow,3,0.7487342983868822,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,9,2024,10325646.0,7740446.06,26.4,1.3339859124346125,0.352140856342537,74.96331038271116,2725970.544,7740446.06,7744234.5,-5014475.515999999,-5018263.956,7740446.059999999,2585199.9400000013,47.05957737303838,12.518344808644422,97.2,46.391006885186655,860049.5622222222,946054.5184444445,0,1,0,High,Warning,Fair,3,Red,3,0.3521722808827376,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,10,2024,9627056.23,6656393.74,56.09,1.4462870746585372,0.6733493397358944,69.14256633566998,5399815.839407001,6656393.74,8022546.858333335,-1256577.9005929995,-2622731.0189263346,6656393.74,2970662.49,56.850212239756125,15.428716832165009,54.48666666666668,31.051896765965676,665639.3740000001,732203.3114000001,0,0,0,Medium,Caution,Fair,1,Yellow,4,0.8112224201759736,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,11,2024,3229548.08,3161056.28,89.89,1.0216673775893672,0.9810105860526028,97.87921410973388,2903040.7691120002,3161056.28,2960419.073333333,-258015.51088799955,-57378.30422133254,3161056.28,68491.80000000028,50.26238496404466,1.06039294513306,3.5533333333333132,2.0575691004131613,287368.7527272727,316105.62799999997,0,0,0,Low,Healthy,Fair,0,Green,4,0.9183768057150822,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G002,,12,2024,4805805.92,6337349.78,41.23,0.758330546179826,0.4124649859943977,131.86861653372804,1981433.7808159997,6337349.78,4805805.92,-4355915.999184,-2824372.139184,6337349.78,-1531543.8600000003,30.995916385394786,63.73723306745609,100.0,78.24233984047365,528112.4816666667,580923.7298333334,1,1,0,Critical,Critical,Poor,6,Red,4,0.3126596841899421,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,1,2024,4515613.73,5533865.36,81.66,0.8159963129280038,9.8031212484994,122.54957334448532,3687450.1719180006,5533865.36,376301.1441666666,-1846415.1880819998,3311149.027751334,5533865.36,-1018251.6299999999,64.47988938784012,45.09914668897065,0.0,27.05948801338239,5533865.36,6087251.896000001,1,1,0,Critical,Caution,Good,4,Red,1,0.6663425891370078,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,2,2024,9302265.0,8039750.87,84.37,1.1570339865518744,5.0642256902761105,86.4278847140992,7848320.9805,8039750.87,1550377.4999999998,-191429.8895000005,6297943.4805,8039750.869999999,1262514.1300000008,74.71101959655624,6.7860576429503965,0.0,4.071634585770238,4019875.435,4421862.9785,0,0,0,Low,Healthy,Good,0,Green,1,0.9761895744538164,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,3,2024,6994466.97,5852394.5,38.52,1.195146186744588,1.5414165666266506,83.6717726325899,2694268.6768440004,5852394.5,1748616.7425,-3158125.8231559996,945651.9343440004,5852394.5,1142072.4699999997,66.67038560233765,8.164113683705047,0.0,4.898468210223028,1950798.1666666667,2145877.9833333334,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.4603703111340153,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,4,2024,10977398.53,12483337.62,62.32,0.8793640662584274,1.8703481392557024,113.71854256620487,6841114.763896,12483337.62,3659132.8433333323,-5642222.856104,3181981.9205626673,12483337.62,-1505939.0899999999,63.77292198775284,27.43708513240975,0.0,16.46225107944585,3120834.405,3432917.8455,1,1,0,High,Healthy,Good,3,Red,2,0.548019686092252,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,5,2024,11981661.28,10720924.29,61.55,1.117595923252248,1.477791116446579,89.47777807653064,7374712.517839999,10720924.29,4992358.866666667,-3346211.77216,2382353.651173332,10720924.289999997,1260736.990000002,63.07187769756744,5.26111096173468,0.0,3.156666577040808,2144184.858,2358603.3438000004,0,0,0,Medium,Healthy,Good,1,Yellow,2,0.6878802907617585,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,6,2024,6180172.34,6552852.67,73.6,0.9431270091411958,1.4725890356142457,106.030257887598,4548606.84224,6552852.67,3090086.17,-2004245.8277599998,1458520.6722400002,6552852.67,-372680.3300000001,57.73381027423588,12.060515775195995,0.0,7.236309465117596,1092142.1116666666,1201356.3228333334,1,0,0,High,Healthy,Fair,2,Red,2,0.6941414787279201,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,7,2024,12709737.04,13036174.8,84.97,0.9749590838564084,1.4572114560109757,102.56840687555248,10799463.562888,13036174.8,7414013.273333333,-2236711.2371120006,3385450.2895546667,13036174.8,-326437.76000000164,58.38134394426368,5.136813751104967,0.0,3.08208825066298,1862310.6857142858,2048541.7542857146,1,0,0,High,Healthy,Fair,1,Red,3,0.8284227335527903,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,8,2024,2359845.29,2392858.36,21.88,0.9862035001520107,0.3283313325330131,101.39895060663063,516334.149452,2392858.36,1573230.193333333,-1876524.210548,-1056896.043881333,2392858.36,-33013.06999999983,36.15010500456033,2.7979012132612695,89.57333333333332,37.508074061290095,299107.295,329018.0245,1,1,0,Critical,Caution,Poor,5,Red,3,0.2157813258332599,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,9,2024,14355571.75,15323886.97,61.27,0.9368100781547332,0.8172602374283047,106.74522225142304,8795658.811225,15323886.97,10766678.8125,-6528228.158775,-1971020.0012749992,15323886.970000003,-968315.2200000025,44.44296901130867,13.490444502846088,27.459999999999994,19.07826670170765,1702654.1077777778,1872919.5185555557,1,1,0,High,Healthy,Fair,3,Red,3,0.5739835348854051,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,10,2024,13361818.43,17300975.13,23.92,0.7723159145423267,0.2871548619447779,129.48069322028647,3196146.968456,17300975.13,11134848.691666668,-14104828.161543999,-7938701.723210668,17300975.13,-3939156.6999999993,28.910277436269805,58.96138644057294,100.0,75.37683186434376,1730097.5129999998,1903107.2643,1,1,0,Critical,Critical,Poor,6,Red,4,0.1847379667585245,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,11,2024,8190822.21,6442789.45,41.58,1.2713161393160224,0.453781512605042,78.65864115734482,3405743.874918,6442789.45,7508253.692499999,-3037045.5750820003,-4102509.817581999,6442789.45,1748032.7599999998,47.21148417948068,10.670679421327591,100.0,46.402407652796555,585708.1318181818,644278.9450000001,0,1,0,High,Warning,Fair,3,Red,4,0.5286132507276021,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G003,,12,2024,4662376.81,5942256.03,83.57,0.7846139221301778,0.836034413765506,127.4512179550756,3896348.300116999,5942256.03,4662376.81,-2045907.7298830012,-766028.5098830005,5942256.03,-1279879.2200000007,40.252417663905334,54.90243591015121,32.860000000000014,46.085461546090734,495188.0025,544706.80275,1,1,0,Critical,Warning,Fair,4,Red,4,0.6557018547241895,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,1,2024,9845572.81,9034245.68,12.76,1.0898057412580793,1.531812725090036,91.75947255018065,1256295.090556,9034245.68,820464.4008333331,-7777950.589444,435830.68972266675,9034245.68,811327.1300000008,63.31817223774239,4.120263724909677,0.0,2.4721582349458058,9034245.68,9937670.248,0,1,0,Medium,Healthy,Good,2,Yellow,1,0.1390592125845309,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,2,2024,11774127.63,10463724.95,87.96,1.1252329057062993,5.279711884753901,88.87049027172809,10356522.663348,10463724.95,1962354.6049999997,-107202.28665199876,8394168.058348,10463724.95,1310402.6800000016,73.75698717118898,5.564754864135956,0.0,3.3388529184815736,5231862.475,5755048.7225,0,0,0,Low,Healthy,Good,0,Green,1,0.9897548638592608,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,3,2024,5254309.65,5566517.36,94.96,0.943913278301534,3.7999199679871944,105.94193587353573,4989492.44364,5566517.36,1313577.4125,-577024.9163600001,3675915.03114,5566517.359999999,-312207.70999999903,68.31739834904602,11.883871747071453,0.0,7.130323048242872,1855505.7866666669,2041056.3653333336,1,0,0,High,Healthy,Good,1,Red,1,0.8963400490751366,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,4,2024,4187074.71,5040245.42,77.78,0.8307283398116753,2.3343337334933976,120.37629536349974,3256706.7094380003,5040245.42,1395691.5699999996,-1783538.7105619996,1861015.1394380007,5040245.42,-853170.71,64.92185019435026,40.75259072699947,0.0,24.451554436199682,1260061.355,1386067.4905,1,1,0,Critical,Caution,Good,4,Red,2,0.646140502705521,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,5,2024,3586027.4,4608418.89,77.25,0.7781470143223027,1.8547418967587035,128.51042047252622,2770206.1665,4608418.89,1494178.0833333335,-1838212.7234999998,1276028.0831666663,4608418.89,-1022391.4899999998,60.42441042966908,57.02084094505244,0.0,34.212504567031466,921683.7779999999,1013852.1558000001,1,1,0,Critical,Caution,Good,4,Red,2,0.6011185685639788,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,6,2024,13321373.69,12794959.88,96.08,1.0411422790643403,1.922368947579031,96.048351902363,12799175.841351999,12794959.88,6660686.845,4215.96135199815,6138488.996351999,12794959.88,526413.8099999987,69.66626837193022,1.9758240488185024,0.0,1.1854944292911014,2132493.3133333335,2345742.644666667,0,0,0,Low,Healthy,Good,0,Green,2,1.0003295017250182,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,7,2024,11174355.76,13409910.52,32.23,0.833290851816959,0.5527353798662321,120.00611765022238,3601494.8614479997,13409910.52,6518374.193333333,-9808415.658552,-2916879.3318853336,13409910.52,-2235554.76,36.04901126879449,40.01223530044476,52.20666666666668,44.89000784693353,1915701.5028571428,2107271.6531428574,1,1,0,Critical,Warning,Poor,6,Red,3,0.2685696415406058,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,8,2024,5187077.66,5036094.56,34.03,1.0299801956061765,0.5106542617046819,97.08924543073064,1765162.527698,5036094.56,3458051.7733333325,-3270932.0323019996,-1692889.2456353325,5036094.559999999,150983.1000000015,41.108405868185294,1.4553772846346789,65.27333333333331,26.98255970411413,629511.82,692463.002,0,1,0,High,Caution,Fair,3,Red,3,0.3505022605647818,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,9,2024,10651920.12,12962926.96,9.31,0.8217218343410305,0.1241830065359477,121.6956831628963,991693.763172,12962926.96,7988940.09,-11971233.196828,-6997246.326828,12962926.96,-2311006.8400000017,27.134321696897583,43.3913663257926,100.0,66.03481979547556,1440325.217777778,1584357.7395555559,1,1,0,Critical,Warning,Poor,6,Red,3,0.0765023027771499,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,10,2024,4815949.63,4423650.53,72.13,1.0886822088091122,0.865906362545018,91.85416937178393,3473744.4681189996,4423650.53,4013291.358333334,-949906.0618810006,-539546.8902143342,4423650.53,392299.0999999996,49.97166626427336,4.072915314108037,22.406666666666695,11.4064158551315,442365.053,486601.55830000003,0,0,0,Medium,Healthy,Fair,1,Yellow,4,0.7852664772140125,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,11,2024,6251000.22,6749292.49,22.75,0.9261711844999624,0.2482811306340718,107.97140061530826,1422102.55005,6749292.49,5730083.534999999,-5327189.9399500005,-4307980.9849499995,6749292.489999999,-498292.26999999955,32.74877189863524,15.94280123061651,100.0,49.565680738369906,613572.0445454546,674929.2490000001,1,1,0,Critical,Warning,Poor,5,Red,4,0.2107039444737414,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G004,,12,2024,3641814.57,3337792.05,47.87,1.091084919445476,0.478891556622649,91.65189456639467,1743336.6346589997,3337792.05,3641814.57,-1594455.415341,-1898477.935341,3337792.05,304022.52,42.30654758336428,4.174052716802663,100.0,42.5044316300816,278149.33749999997,305964.27125,0,1,0,High,Warning,Fair,3,Red,4,0.5223023509385493,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,1,2024,7230950.84,6366154.29,99.39,1.1358428512105696,11.93157262905162,88.04034809341893,7186842.039876,6366154.29,602579.2366666666,820687.749876,6584262.803209334,6366154.29,864796.5499999998,74.0752855363171,5.979825953290536,0.0,3.5878955719743217,6366154.29,7002769.7190000005,0,0,0,Low,Healthy,Good,0,Green,1,1.1289142098181852,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,2,2024,3195896.94,2925695.18,96.01,1.0923547202890769,5.762905162064826,91.54535440057089,3068380.652094,2925695.18,532649.4899999999,142685.47209399985,2535731.1620940003,2925695.1799999997,270201.76000000024,72.7706416086723,4.227322799714557,0.0,2.536393679828734,1462847.59,1609132.3490000002,0,0,0,Low,Healthy,Good,0,Green,1,1.0487697669495426,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,3,2024,2566903.8,1846806.97,70.7,1.3899145074160075,2.829131652661064,71.94687116829232,1814800.9866,1846806.97,641725.95,-32005.983400000026,1173075.0366,1846806.9700000002,720096.8299999996,81.69743522248024,14.02656441585384,0.0,8.415938649512304,615602.3233333334,677162.5556666667,0,0,0,Low,Healthy,Excellent,0,Green,1,0.9826695567431176,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,4,2024,12570040.62,11916459.04,14.22,1.0548469623238013,0.4267707082833133,94.80048155962125,1787459.7761639997,11916459.04,4190013.5399999986,-10128999.263836,-2402553.763835999,11916459.04,653581.5800000001,40.177408869714036,2.5997592201893767,38.22666666666666,16.85052219878029,2979114.76,3277026.236,0,1,0,High,Healthy,Fair,3,Red,2,0.1499992380424445,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,5,2024,2052690.85,1732880.41,3.99,1.1845542474566957,0.0957983193277311,84.41994126879845,81902.36491500001,1732880.41,855287.8541666669,-1650978.0450849999,-773385.4892516668,1732880.41,319810.4400000002,37.45182742370087,7.790029365600773,75.35333333333334,34.8153509526938,346576.082,381233.6902,0,1,0,High,Caution,Poor,4,Red,2,0.0472637144735221,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,6,2024,8026314.62,9551006.05,17.52,0.8403632641401164,0.3505402160864345,118.99615828914516,1406210.321424,9551006.05,4013157.31,-8144795.728576001,-2606946.988576,9551006.05,-1524691.4300000006,32.218897924203496,37.992316578290314,64.96000000000001,48.77938994697419,1591834.3416666668,1751017.7758333336,1,1,0,Critical,Warning,Poor,6,Red,2,0.1472316438773484,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,7,2024,10055862.09,9503891.7,69.37,1.058078354365086,1.1896758703481394,94.5109590300676,6975751.5318330005,9503891.7,5865919.5525,-2528140.168166999,1109831.9793330003,9503891.7,551970.3900000006,55.52635063095258,2.744520484966202,0.0,1.6467122909797212,1357698.8142857142,1493468.6957142858,0,0,0,Medium,Healthy,Fair,1,Yellow,3,0.7339889544230603,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,8,2024,5593600.83,5179116.61,46.2,1.0800299068763388,0.6932773109243698,92.59002863098476,2584243.5834600003,5179116.61,3729067.2199999993,-2594873.02654,-1144823.636539999,5179116.61,414484.21999999974,46.26089720629017,3.7049856845076192,40.93333333333331,18.596324744037897,647389.57625,712128.5338750001,0,1,0,High,Healthy,Fair,3,Red,3,0.4989738169768685,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,9,2024,2066484.89,1848240.31,60.89,1.1180823612704345,0.8121915432839802,89.43884946577084,1258282.649521,1848240.31,1549863.6675,-589957.6604790001,-291581.017979,1848240.31,218244.57999999984,49.779804171446365,5.280575267114578,28.22,14.456345160268746,205360.03444444446,225896.03788888894,0,0,0,Medium,Healthy,Fair,1,Yellow,3,0.6808003497775675,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,10,2024,4664585.86,5887549.01,70.54,0.7922797503812202,0.8468187274909965,126.21804350279446,3290398.8656440005,5887549.01,3887154.8833333342,-2597150.1443559993,-596756.0176893338,5887549.01,-1222963.1499999994,40.6979925114366,52.43608700558892,25.586666666666673,41.69631887002002,588754.901,647630.3911,1,1,0,Critical,Warning,Fair,4,Red,4,0.5588741359189129,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,11,2024,8105241.34,11007578.28,93.42,0.7363328366900336,1.0195350867619777,135.80814954487215,7571916.4598280005,11007578.28,7429804.561666666,-3435661.820171999,142111.89816133492,11007578.28,-2902336.9399999995,42.472530555246465,71.6162990897443,0.0,42.96977945384658,1000688.9345454545,1100757.828,1,0,0,Critical,Warning,Fair,3,Red,4,0.6878821360358294,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
PRJ001,G005,,12,2024,10132108.13,10987662.98,93.29,0.9221349570370604,0.9332733093237294,108.44399644203163,9452243.674477002,10987662.98,10132108.13,-1535419.3055229988,-679864.4555229992,10987662.980000002,-855554.8500000015,46.32204871111182,16.887992884063266,13.419999999999987,15.500795730437954,915638.5816666667,1007202.4398333334,1,0,0,High,Healthy,Fair,1,Red,4,0.8602597014198738,450000000,โครงการก่อสร้างอาคารสำนักงาน 15 ชั้น
