project_id,g_code,s_code,description,month,year,boq,bg_overhead,bg_material,bg_labour,bg_subc,total_budget,ac_overhead,ac_material,ac_labour,ac_subc,total_actual,bg_balance,pg_submit,pg_certificate,pg_submit_bal,progress_percentage,cpi,spi,budget_utilization_pct,progress_cost_ratio,quarter,is_year_end,risk_overrun,risk_progress_lag
PRJ001,G002,,งานขุดดินและฐานราก,3,2024,3247131.03,381869.13,1424479.02,979840.04,651311.78,3437499.97,474015.67,1421729.94,1430392.16,899046.08,4225183.85,-787683.88,4198984.55,4168066.16,30918.39,84.87,0.8135740578483941,3.396158463385354,122.91444034543511,0.690480302895932,1,0,1,0
PRJ001,G002,,งานขุดดินและฐานราก,4,2024,3648351.84,470246.82,1843817.79,1100094.63,630936.92,4045096.17,315326.19,1513661.79,859478.57,404463.33,3092929.87,952166.3,2905245.63,2826950.81,78294.82,78.34,1.3078525346583432,2.351140456182473,76.46121970939446,1.024571675651346,2,0,0,0
PRJ001,G002,,งานขุดดินและฐานราก,5,2024,13161833.69,1304121.5,5200888.54,3593431.8,2516714.05,12615155.9,1469769.13,4387982.96,3808464.96,2583372.09,12249589.13,365566.76,11888764.97,10887056.55,1001708.43,96.08,1.0298431862587705,2.306842737094838,97.10216209060088,0.9894733333574266,2,0,0,0
PRJ001,G002,,งานขุดดินและฐานราก,6,2024,2673472.38,242435.56,953549.15,670823.87,446253.94,2313062.52,315217.69,1244276.16,692340.38,470105.48,2721939.7,-408877.18,2535417.78,2425184.64,110233.14,31.64,0.8497846296888942,0.6330532212885154,117.67687541796322,0.2688718568335661,2,0,1,1
PRJ001,G002,,งานขุดดินและฐานราก,7,2024,4739088.51,729965.95,2278260.64,1287716.21,1167266.56,5463209.35,595135.95,2206847.13,939432.4,1010053.0,4751468.48,711740.87,4749999.75,4748145.56,1854.19,7.33,1.1497938738299278,0.12570742582747385,86.97211063310252,0.08427989095173372,3,0,0,1
PRJ001,G002,,งานขุดดินและฐานราก,8,2024,4586906.66,487920.46,1990165.15,946706.83,798208.1,4223000.54,414467.02,1763384.72,759438.76,829789.57,3767080.08,455920.47,3621746.08,3451140.36,170605.72,66.79,1.121027546619078,1.002250900360144,89.20387398292874,0.7487342983868822,3,0,0,0
PRJ001,G002,,งานขุดดินและฐานราก,9,2024,9477746.74,1372268.69,5089410.31,2199319.12,1664647.87,10325646.0,1071043.98,3535262.29,1751244.96,1382894.83,7740446.06,2585199.94,6507543.65,6269522.41,238021.24,26.4,1.3339859124346125,0.352140856342537,74.96331038271116,0.35217228088273766,3,0,0,1
PRJ001,G002,,งานขุดดินและฐานราก,10,2024,8280708.11,1337201.19,3725197.3,2422541.72,2142116.02,9627056.23,906738.45,2306550.27,2097611.38,1345493.64,6656393.74,2970662.49,5913321.22,5739272.93,174048.29,56.09,1.4462870746585372,0.6733493397358944,69.14256633566998,0.8112224201759736,4,0,0,0
PRJ001,G002,,งานขุดดินและฐานราก,11,2024,2388134.19,414725.05,1410826.9,732349.02,671647.11,3229548.08,373988.56,1260018.7,709655.1,817393.92,3161056.28,68491.81,3032162.5,2989925.26,42237.24,89.89,1.0216673775893672,0.9810105860526029,97.87921410973388,0.9183768057150822,4,0,0,0
PRJ001,G002,,งานขุดดินและฐานราก,12,2024,4854003.22,603326.88,1969821.46,1158219.04,1074438.53,4805805.92,852177.54,2960692.84,1330861.65,1193617.75,6337349.78,-1531543.86,6083712.6,5583054.91,500657.69,41.23,0.758330546179826,0.4124649859943977,131.86861653372804,0.31265968418994217,4,1,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,1,2024,4388543.06,467506.63,1976848.9,1123464.27,947793.93,4515613.73,502934.42,2615038.46,1123980.7,1291911.79,5533865.36,-1018251.63,5377360.18,4959234.79,418125.4,81.66,0.8159963129280038,9.8031212484994,122.54957334448532,0.6663425891370078,1,0,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,2,2024,8198057.87,1230121.38,4249063.15,1938968.63,1884111.84,9302265.0,1052880.38,3302968.09,2019920.13,1663982.26,8039750.87,1262514.13,7250899.64,7018521.44,232378.2,84.37,1.1570339865518744,5.0642256902761105,86.4278847140992,0.9761895744538164,1,0,0,0
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,3,2024,7707587.42,693384.91,3258481.32,1428219.39,1614381.35,6994466.97,502484.33,2726660.02,1339431.96,1283818.19,5852394.5,1142072.47,5391470.27,5128055.46,263414.8,38.52,1.195146186744588,1.5414165666266506,83.6717726325899,0.46037031113401533,1,0,0,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,4,2024,9350359.11,1091042.28,4734844.62,2689647.57,2461864.06,10977398.53,1427043.42,5764955.0,2628704.63,2662634.57,12483337.62,-1505939.09,12355694.21,12257801.11,97893.11,62.32,0.8793640662584274,1.8703481392557022,113.71854256620489,0.548019686092252,2,0,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,5,2024,13818335.46,1649502.95,5216202.32,2801114.72,2314841.29,11981661.28,1425976.93,4178625.24,2553166.28,2563155.84,10720924.29,1260736.99,10029034.31,9931557.66,97476.65,61.55,1.1175959232522479,1.4777911164465787,89.47777807653064,0.6878802907617585,2,0,0,0
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,6,2024,5821836.68,857074.49,2603457.43,1336961.83,1382678.6,6180172.34,847086.51,2705568.0,1522456.83,1477741.32,6552852.67,-372680.32,6282528.36,6257292.7,25235.66,73.6,0.9431270091411958,1.4725890356142455,106.03025788759801,0.6941414787279201,2,0,1,0
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,7,2024,10051784.14,1516022.8,5584399.12,2814761.43,2794553.69,12709737.04,1865035.65,5718102.89,2849102.84,2603933.42,13036174.8,-326437.76,11067301.88,10486419.43,580882.45,84.97,0.9749590838564084,1.4572114560109757,102.56840687555248,0.8284227335527903,3,0,1,0
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,8,2024,2182230.49,320628.74,1016647.27,603976.77,418592.51,2359845.29,258846.12,1027141.22,656763.8,450107.23,2392858.36,-33013.07,2338045.25,2286238.94,51806.31,21.88,0.9862035001520107,0.32833133253301316,101.39895060663065,0.21578132583325993,3,0,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,9,2024,17145227.81,1824351.54,5869059.68,3259251.15,3402909.39,14355571.75,1990904.23,6098875.28,3793559.78,3440547.69,15323886.97,-968315.22,15170769.5,15006054.27,164715.23,61.27,0.9368100781547333,0.8172602374283047,106.74522225142304,0.5739835348854051,3,0,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,10,2024,15116490.6,1585561.31,6411990.22,3196176.58,2168090.33,13361818.43,1890929.26,8588549.96,4418164.98,2403330.93,17300975.13,-3939156.7,16531686.7,15679638.64,852048.06,23.92,0.7723159145423267,0.28715486194477796,129.48069322028647,0.18473796675852458,4,0,1,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,11,2024,6963588.75,957701.47,3579627.63,1943878.81,1709614.31,8190822.21,669292.45,3020387.47,1647781.22,1105328.31,6442789.45,1748032.76,5679446.95,5419675.37,259771.58,41.58,1.2713161393160224,0.453781512605042,78.65864115734482,0.5286132507276021,4,0,0,1
PRJ001,G003,,งานคอนกรีตและโครงสร้าง,12,2024,5065328.39,534060.61,2132148.79,1316920.66,679246.74,4662376.81,675899.12,2595001.67,1904186.26,767168.98,5942256.03,-1279879.22,5217284.92,5160751.23,56533.69,83.57,0.7846139221301778,0.836034413765506,127.45121795507559,0.6557018547241895,4,1,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,1,2024,11022859.22,1276865.24,4616989.62,2227165.23,1724552.73,9845572.81,996419.96,4148258.54,2294870.31,1594696.87,9034245.68,811327.13,7525607.47,7124786.21,400821.27,12.76,1.0898057412580793,1.531812725090036,91.75947255018065,0.1390592125845309,1,0,0,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,2,2024,11595885.17,1662725.37,5253005.49,3046402.22,1811994.56,11774127.63,1825045.55,4387899.51,2636171.91,1614607.98,10463724.95,1310402.68,9322549.7,8704931.29,617618.41,87.96,1.1252329057062993,5.279711884753901,88.87049027172809,0.9897548638592608,1,0,0,0
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,3,2024,6239765.07,802619.87,2410345.26,1180101.69,861242.82,5254309.65,985893.29,2319273.03,1280563.18,980787.86,5566517.36,-312207.71,5178814.6,5051536.54,127278.07,94.96,0.9439132783015339,3.7999199679871944,105.94193587353573,0.8963400490751366,1,0,1,0
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,4,2024,4934258.33,569448.08,1841527.83,1074692.28,701406.53,4187074.71,712328.47,2108470.6,1291912.88,927533.47,5040245.42,-853170.7,5003688.26,4862762.99,140925.26,77.78,0.8307283398116753,2.3343337334933976,120.37629536349974,0.646140502705521,2,0,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,5,2024,4444156.76,395008.59,1508636.68,866413.84,815968.3,3586027.4,482780.07,2088787.32,917253.48,1119598.03,4608418.89,-1022391.49,4264854.25,3881828.25,383026.0,77.25,0.7781470143223027,1.8547418967587035,128.51042047252622,0.6011185685639788,2,0,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,6,2024,12981214.21,1323534.22,6219818.31,3472718.06,2305303.1,13321373.69,1201080.77,5966725.59,3112418.0,2514735.52,12794959.88,526413.82,12340306.12,11236513.71,1103792.42,96.08,1.0411422790643403,1.9223689475790313,96.04835190236301,1.0003295017250182,2,0,0,0
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,7,2024,13490178.27,1434439.8,4843778.1,2538104.27,2358033.59,11174355.76,1636444.73,6167455.81,3071228.68,2534781.31,13409910.52,-2235554.77,12942533.83,12415092.73,527441.1,32.23,0.833290851816959,0.5527353798662321,120.00611765022238,0.26856964154060586,3,0,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,8,2024,5795893.45,534052.68,2498772.76,1148571.99,1005680.23,5187077.66,541844.73,2161936.15,1396517.96,935795.73,5036094.56,150983.09,4242526.78,4156756.61,85770.16,34.03,1.0299801956061763,0.5106542617046819,97.08924543073063,0.35050226056478184,3,0,0,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,9,2024,11887176.04,1252154.97,4411896.47,3243405.68,1744463.0,10651920.12,1411019.18,5510222.13,3951623.17,2090062.48,12962926.96,-2311006.84,11642837.79,11401752.89,241084.9,9.31,0.8217218343410305,0.12418300653594772,121.6956831628963,0.07650230277714994,3,0,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,10,2024,4537364.61,529169.89,2200349.07,1117649.36,968781.31,4815949.63,574828.9,2034267.48,952835.75,861718.39,4423650.53,392299.1,3810199.01,3517018.69,293180.32,72.13,1.0886822088091122,0.865906362545018,91.85416937178391,0.7852664772140125,4,0,0,0
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,11,2024,5336204.58,798038.42,2997329.76,1375336.81,1080295.24,6251000.22,861483.63,3534914.36,1375722.55,977171.96,6749292.49,-498292.27,5535130.02,5089063.62,446066.4,22.75,0.9261711844999623,0.2482811306340718,107.97140061530826,0.2107039444737414,4,0,1,1
PRJ001,G004,,งานระบบไฟฟ้าและแสงสว่าง,12,2024,3693324.37,543029.33,1654978.06,820360.0,623447.17,3641814.57,559734.79,1528458.16,790652.93,458946.17,3337792.05,304022.52,2678421.51,2486737.42,191684.09,47.87,1.091084919445476,0.478891556622649,91.65189456639469,0.5223023509385493,4,1,0,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,1,2024,5868159.32,688862.25,3318466.24,1664066.96,1559555.39,7230950.84,537455.18,3282354.79,1285501.19,1260843.14,6366154.29,864796.55,5809548.18,5405108.06,404440.11,99.39,1.1358428512105696,11.93157262905162,88.04034809341893,1.1289142098181852,1,0,0,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,2,2024,3056679.33,360890.26,1372995.0,782196.71,679814.97,3195896.94,389725.65,1171145.39,751765.64,613058.5,2925695.18,270201.76,2673283.45,2422056.37,251227.08,96.01,1.0923547202890767,5.762905162064826,91.54535440057089,1.0487697669495426,1,0,0,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,3,2024,3141969.63,294172.62,1122180.52,708967.65,441583.01,2566903.8,196383.76,723011.18,558924.87,368487.17,1846806.97,720096.83,1585025.51,1463212.54,121812.98,70.7,1.3899145074160077,2.829131652661064,71.94687116829232,0.9826695567431176,1,0,0,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,4,2024,14634522.44,1324951.71,5416316.08,2897310.59,2931462.23,12570040.62,1566073.1,5018160.48,2582902.84,2749322.61,11916459.04,653581.58,9888252.45,9162091.3,726161.15,14.22,1.0548469623238013,0.4267707082833133,94.80048155962125,0.14999923804244453,2,0,0,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,5,2024,1733223.4,230825.79,950057.49,513985.29,357822.28,2052690.85,192294.76,794721.81,468637.99,277225.85,1732880.41,319810.44,1557441.94,1414226.1,143215.84,3.99,1.1845542474566957,0.0957983193277311,84.41994126879845,0.04726371447352216,2,0,0,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,6,2024,9022034.65,1073802.49,3320629.18,1838469.91,1793413.04,8026314.62,1351592.54,3264647.56,2472967.08,2461798.87,9551006.05,-1524691.44,8741552.53,8534473.02,207079.51,17.52,0.8403632641401164,0.35054021608643454,118.99615828914516,0.1472316438773484,2,0,1,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,7,2024,10295034.99,1415282.1,4058874.5,2509519.49,2072186.0,10055862.09,1178001.79,3793106.81,2330565.29,2202217.81,9503891.7,551970.4,9233473.84,8614649.81,618824.03,69.37,1.058078354365086,1.1896758703481394,94.5109590300676,0.7339889544230603,3,0,0,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,8,2024,6214993.97,700391.0,2777985.83,1188512.98,926711.02,5593600.83,504723.84,2623147.9,1159654.69,891590.18,5179116.61,414484.22,4144485.59,4090345.13,54140.46,46.2,1.0800299068763388,0.6932773109243698,92.59002863098475,0.49897381697686854,3,0,0,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,9,2024,1670781.92,225478.25,908191.93,501293.71,431521.01,2066484.89,189023.15,874386.15,401929.36,382901.65,1848240.31,218244.58,1523477.16,1519386.14,4091.02,60.89,1.1180823612704345,0.8121915432839802,89.43884946577084,0.6808003497775675,3,0,0,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,10,2024,5435547.95,579391.14,2012755.4,1207545.93,864893.4,4664585.86,590142.25,2858713.84,1540865.1,897827.82,5887549.01,-1222963.15,5808247.33,5396943.01,411304.32,70.54,0.7922797503812202,0.8468187274909965,126.21804350279446,0.5588741359189129,4,0,1,1
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,11,2024,9037974.17,1187742.37,3382580.72,2033554.97,1501363.28,8105241.34,1493291.03,4881935.17,2919348.72,1713003.35,11007578.28,-2902336.93,10545273.6,9928314.38,616959.22,93.42,0.7363328366900336,1.0195350867619777,135.80814954487215,0.6878821360358294,4,0,1,0
PRJ001,G005,,งานระบบประปาและสุขาภิบาล,12,2024,8631964.28,953063.26,4498455.71,2700829.89,1979759.27,10132108.13,1197132.76,4824735.85,2941473.67,2024320.7,10987662.98,-855554.85,10466567.95,9814720.63,651847.33,93.29,0.9221349570370605,0.9332733093237294,108.44399644203165,0.8602597014198738,4,1,1,0
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,1,2024,4966043.27,466238.08,1825534.09,1189546.83,795849.48,4277168.49,410884.22,1895336.55,1009426.9,847546.39,4163194.06,113974.43,3990332.96,3851476.96,138856.0,15.21,1.027376679625643,1.8259303721488596,97.33528313727945,0.1562639929710603,1,0,0,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,2,2024,1378731.22,240354.66,702253.6,340487.17,380151.06,1663246.48,212611.22,430148.74,221886.93,331706.5,1196353.39,466893.09,1189164.93,1079146.75,110018.18,78.15,1.3902635240578873,4.690876350540217,71.92880937285975,1.0864909440512391,1,0,0,0
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,3,2024,5094643.58,733269.78,2532461.0,1553169.48,1281166.01,6100066.26,848584.39,2852711.56,2053220.06,1718988.35,7473504.35,-1373438.09,7282755.14,6580624.06,702131.08,6.84,0.8162256920342864,0.2737094837935174,122.51513395856128,0.0558298373351452,1,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,4,2024,12443935.81,1325435.95,4899286.27,2422566.53,2872176.32,11519465.07,1657482.87,4759465.14,2427216.14,3054493.86,11898658.0,-379192.93,9587813.09,8940036.15,647776.94,5.61,0.9681314539841384,0.16836734693877553,103.29175814758558,0.05431217456851017,2,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,5,2024,6662869.36,752453.04,3178167.31,1799746.05,1607976.83,7338343.22,501829.66,2926946.14,1512493.63,1155893.18,6097162.62,1241180.61,5990863.48,5477517.01,513346.48,46.11,1.203566917491861,1.1070828331332534,83.08636482663726,0.5549647056554972,2,0,0,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,6,2024,5175951.64,701516.72,2577331.46,1296977.63,940478.74,5516304.54,598209.9,3121232.03,1593302.31,889104.54,6201848.77,-685544.23,6154750.78,5964146.47,190604.32,45.68,0.8894613113889265,0.9139655862344938,112.42759940153701,0.40630592704246166,2,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,7,2024,5338608.06,723606.55,2720751.38,1357706.45,1257400.16,6059464.53,905094.45,2610024.56,1689864.41,1396996.82,6601980.25,-542515.72,5644007.01,5399017.04,244989.97,68.58,0.9178253040063246,1.1761275938947007,108.95319573724775,0.6294445934875373,3,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,8,2024,16049686.97,1963715.98,6402883.34,3822482.39,3242392.78,15431474.49,2041541.51,8363437.08,3954169.7,3310453.82,17669602.11,-2238127.62,15021376.86,14654220.34,367156.51,76.75,0.8733345773115432,1.1517106842737095,114.50365369459907,0.6702842880866094,3,0,1,0
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,9,2024,14104096.77,1632516.86,6091425.85,3287509.77,2247210.55,13258663.03,1624669.83,6421201.92,2650943.89,1989788.14,12686603.79,572059.24,12045881.75,11052867.52,993014.22,13.22,1.045091598151029,0.1763372015472856,95.68539272243652,0.13816110927556602,3,0,0,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,10,2024,11563095.46,1188815.02,4524195.69,2283835.45,1672827.19,9669673.35,1747848.41,6704078.84,2617569.58,2397822.38,13467319.21,-3797645.86,12940026.63,12252046.03,687980.6,7.53,0.7180102587024073,0.09039615846338536,139.27377608882725,0.054066172480291275,4,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,11,2024,16200131.21,1952412.34,6449766.16,4068384.62,3368455.32,15839018.44,2185238.73,8515461.96,3876303.98,4042331.59,18619336.26,-2780317.82,16589031.8,16046285.76,542746.04,67.23,0.8506757823600313,0.7337116664847758,117.55359923679715,0.5719093284806491,4,0,1,1
PRJ001,G006,,งานสถาปัตยกรรมและตกแต่ง,12,2024,10292973.23,1425778.36,4724378.34,2890773.44,2130632.22,11171562.35,1798920.02,4714910.3,3234542.46,2418321.7,12166694.48,-995132.13,11279508.66,10675228.77,604279.9,70.11,0.91820850505979,0.7013805522208882,108.90772569514415,0.6437559828974189,4,1,1,1
PRJ001,G007,,งานระบบความปลอดภัย,1,2024,11456195.95,1272357.42,5882306.9,2740449.45,2369714.88,12264828.65,1114306.51,3810573.73,2039590.85,1919535.68,8884006.77,3380821.88,8427617.79,8382086.81,45530.98,41.91,1.3805514749737184,5.031212484993997,72.43482174534904,0.5785891231614854,1,0,0,1
PRJ001,G007,,งานระบบความปลอดภัย,2,2024,14672601.11,1940903.45,6262362.79,3812225.96,2846230.72,14861722.91,2236150.79,8514273.99,4271780.83,3516468.63,18538674.24,-3676951.33,15706382.45,14705392.77,1000989.68,98.09,0.8016605026660203,5.887755102040816,124.74108387208518,0.7863487870650993,1,0,1,0
PRJ001,G007,,งานระบบความปลอดภัย,3,2024,7290258.04,1066493.01,3122055.74,1717753.13,1210385.71,7116687.6,939525.82,2370542.84,1414815.66,989039.59,5713923.92,1402763.67,5253548.45,4739413.85,514134.6,78.68,1.2454991875355597,3.1484593837535013,80.28909292013886,0.9799587607529784,1,0,0,0
PRJ001,G007,,งานระบบความปลอดภัย,4,2024,6080943.83,708785.25,2138938.71,1439360.53,1044853.69,5331938.17,838876.57,2009519.8,1680115.85,1225897.05,5754409.26,-422471.09,5289431.86,4907151.31,382280.55,98.4,0.9265830651051051,2.9531812725090036,107.92340564594356,0.9117577360634236,2,0,1,0
PRJ001,G007,,งานระบบความปลอดภัย,5,2024,3232074.64,445090.47,1307328.94,911790.13,519061.27,3183270.81,454217.05,1238646.58,672656.6,430340.72,2795860.95,387409.86,2307568.61,2173951.29,133617.32,11.36,1.138565496256171,0.27274909963985594,87.82981772135183,0.12934104037470104,2,0,0,1
PRJ001,G007,,งานระบบความปลอดภัย,6,2024,2046692.57,287014.44,932582.09,435799.31,414058.4,2069454.25,297284.17,1315702.75,633334.9,529217.56,2775539.39,-706085.14,2474694.52,2465792.1,8902.42,6.08,0.7456043526011713,0.1216486594637855,134.1193887228964,0.045332744638151214,2,0,1,1
PRJ001,G007,,งานระบบความปลอดภัย,7,2024,10291255.35,1096188.24,3711946.91,2450920.95,1756199.42,9015255.52,1262106.0,3953949.23,2583802.2,2285166.09,10085023.53,-1069768.01,9248702.15,8982480.85,266221.31,38.09,0.8939250853686407,0.6532327216600926,111.86619733214174,0.34049606501691526,3,0,1,1
PRJ001,G007,,งานระบบความปลอดภัย,8,2024,11157297.98,1352312.74,5076364.84,2313834.57,2426927.22,11169439.37,1737479.08,6812653.59,3051277.21,2605441.79,14206851.67,-3037412.3,12648516.08,11672674.94,975841.14,33.89,0.7862008859841921,0.5085534213685474,127.19395485648266,0.2664434802600427,3,0,1,1
PRJ001,G007,,งานระบบความปลอดภัย,9,2024,8259738.58,1174886.5,3712435.25,1990724.12,1510687.93,8388733.81,1606330.29,4674183.96,2118419.63,1603086.29,10002020.18,-1613286.37,8865543.67,8639107.91,226435.76,37.26,0.8387039477058924,0.4969987995198079,119.2315837710435,0.3125010909152155,3,0,1,1
